dial_name,turn_id,context,query,gold,s2s,larl,mog,message
SNG1078.json,1,U1: do you know where i can find the [attraction_name] ?<br/>S1: absolutely . [attraction_name] is on [attraction_address] in the [value_area] of town . their postcode is [attraction_postcode] and is free to enter . would you need their phone number ?,great what type of attraction are they ?,it is an architecture attraction .,[attraction_name] is a _UNK .,[attraction_name] is a theatre in the [value_area] . the postcode is [attraction_postcode] .,it is a museum .,You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>holy trinity church</span><br/>Make sure you get <span class='emphasis'>attraction type</span>
PMUL2194.json,1,"U1: i am looking for a place to eat . something [value_pricerange] -ly priced , in the center .<br/>S1: yes , there are lots of options for you . what type of food are you looking for ?",i do not really have a type of cuisine in mind . maybe you could recommend someplace [value_pricerange] -ly priced and in the [value_area] of town ?,i can recommend the [attraction_name] it is [value_food] . does that sound ok ?,i have [value_count] [value_food] restaurant -s in the [value_area] of town . do you have a preference ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,i would suggest [restaurant_name] . it is a [value_food] restaurant in the [value_area] .,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>2 people</span> at <span class='emphasis'>15:30</span> on <span class='emphasis'>monday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be <span class='emphasis'>in the same area as the restaurant</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>entrance fee</span>
SNG0004.json,0,nan,i would like to book a taxi to go to [attraction_name] after [value_time] .,can you tell me where the taxi will pick you up and when you want to arrive by ?,i can help with that . what is your departure site ?,where would you like to go ?,where will you be departing from ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should go to <span class='emphasis'>little saint mary's church</span> and should <span class='emphasis'>leave after 11:00</span><br/>The taxi should depart from <span class='emphasis'>avalon</span><br/>Make sure you get <span class='emphasis'>car type</span> and <span class='emphasis'>contact number</span>
PMUL4911.json,0,nan,i am looking for information in [value_place] .,what can i help you with ?,what type of attraction are you looking for ?,[attraction_name] is a college in the [value_area] part of town . the address is [attraction_address] and the postcode is [attraction_postcode] .,"sure , what is the name of the attraction you are looking for ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 11:45</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should depart from <span class='emphasis'>birmingham new street</span> and should leave on <span class='emphasis'>saturday</span><br/>Make sure you get <span class='emphasis'>departure time</span> and <span class='emphasis'>price</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>east</span><br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>attraction type</span>, and <span class='emphasis'>entrance fee</span>"
SNG0580.json,0,nan,i would like to find a resturant that serves [value_pricerange] [value_food] food !,[restaurant_name] is located in the [value_area] and it is [value_pricerange] ! would you like me to book it for you ?,i have [value_count] restaurant -s that serve [value_food] food in the [value_pricerange] price range . do you have a preference of area ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,i have found [value_count] restaurant -s that match your request . is there a particular area you would like to dine in ?,"You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>chinese</span> food and should be in the <span class='emphasis'>cheap</span> price range<br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>area</span>"
PMUL3663.json,0,nan,"hello , i need a train to [value_place] on [value_day] please",we have [value_count] trains traveling to [value_place] on [value_day] . what time would you like to arrive ?,there are [value_count] trains departing [value_place] on [value_day] . what time would you like to leave ?,there are [value_count] trains leaving [value_place] on [value_day] . what is your destination ?,i have [value_count] trains that match your request . what time would you like to leave ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>ely</span> and should leave on <span class='emphasis'>sunday</span><br/>The train should <span class='emphasis'>arrive by 13:00</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>museum</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>area</span>
MUL1787.json,0,nan,can you help me find a train for [value_day] . i would like to visit london kings street .,there are several leaving for [value_place] . they all take [value_count] minutes and cost [value_price] pounds . do you have a time of departure in mind ?,there are [value_count] trains departing [value_place] on [value_day] . what time would you like to leave ?,there are [value_count] trains leaving [value_place] on [value_day] . what is your destination ?,i have [value_count] trains that match your request . what time would you like to leave ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>sunday</span> and should <span class='emphasis'>arrive by 11:45</span><br/>The train should go to <span class='emphasis'>cambridge</span> and should depart from <span class='emphasis'>peterborough</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>7 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>architecture</span><br/>Make sure you get <span class='emphasis'>entrance fee</span>, <span class='emphasis'>address</span>, and <span class='emphasis'>postcode</span>"
MUL1799.json,0,nan,"i need to take a train from [value_place] , i need to arrive by [value_time] .",we have quite a few trains that may suit your needs . do you have a particular day you are traveling ?,what is your destination ?,where will you be departing from ?,i can help you with that . what is your destination ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 18:30</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should leave on <span class='emphasis'>tuesday</span> and should go to <span class='emphasis'>broxbourne</span><br/>Make sure you get <span class='emphasis'>train ID</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>south</span> and should be in the type of <span class='emphasis'>park</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>address</span>"
SNG0601.json,0,nan,i would like to go to an [value_food] restaurant in the [value_area] .,i found [value_count] that matches your criteria . would you prefer a [value_pricerange] or [value_pricerange] pricing ?,there are [value_count] [value_food] restaurant -s in the [value_area] . [value_count] are [value_pricerange] and [value_count] is [value_pricerange] . do you have a preference ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town .,i have found [value_count] restaurant -s that match your request . would you like me to make a reservation for you ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>indian</span> food and should be in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>address</span>
PMUL3304.json,1,U1: i am trying to get some information on the [restaurant_name] restaurant please<br/>S1: that is a great inexpensive [value_food] place in the [value_area] . would you like their phone number ?,i need a address and the area please ?,they are located on the [value_area] side and their address is [restaurant_name] [attraction_address] city [value_area] . is there anything else i can help you with ?,[restaurant_name] is located in the [value_area] part of town at [restaurant_address] .,"[restaurant_name] is located at [restaurant_address] , [restaurant_postcode] .",[restaurant_name] is located at [restaurant_address] . the postcode is [restaurant_postcode] . is there anything else i can help you with ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>thanh binh</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>area</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>thursday</span><br/>The train should <span class='emphasis'>leave after 10:30</span> and should go to <span class='emphasis'>norwich</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL2286.json,0,nan,"hi , i want to eat at an [value_food] restaurant in [value_place] . it should be on the [value_pricerange] side . do you know of any ?",we have many with that criteria . what side of town would you like ?,i have [value_count] [value_food] restaurant -s in the [value_pricerange] price range . do you have a preference of area ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,i have found [value_count] restaurant -s that match your request . is there a particular area you would like to dine in ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>indian</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>Make sure you get <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>cambridge arts theatre</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>attraction type</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to leave the <span class='emphasis'>restaurant</span> by <span class='emphasis'>17:00</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>
PMUL1526.json,0,nan,i need to find a train from [value_place] to [value_place] that leaves after [value_time],what day would you like to travel ?,what day would you like to travel ?,i have [value_count] trains leaving after [value_time] . what day would you like to travel ?,what day would you like to travel ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>ely</span> and should <span class='emphasis'>leave after 09:00</span><br/>The train should leave on <span class='emphasis'>monday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Make sure you get <span class='emphasis'>travel time</span>, <span class='emphasis'>arrival time</span>, and <span class='emphasis'>price</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 4</span> and should be in the type of <span class='emphasis'>hotel</span><br/>The hotel should be in the <span class='emphasis'>expensive</span> price range and should <span class='emphasis'>include free wifi</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>7 people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>wednesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL4756.json,2,U1: i am looking for a hotel called [hotel_name] ?<br/>S1: [hotel_name] is a [value_pricerange] [value_count] star guesthouse located in the [value_area] at [hotel_address] . free internet and parking .<br/>U2: i would like to book it for [value_count] people and [value_count] nights starting from [value_day] . can you do that for me and provide me with a reference number please ?<br/>S2: your reservation number is [restaurant_reference] . is there anything else i may help you with ?,"suddenly i am hungry , could you find me a fancy [value_pricerange] restaurant in the [value_area] area ?","there are a lot of possibilities , what type of food are you suddenly hungry for ?",there are [value_count] restaurant -s that meet your criteria . is there a type of cuisine you are looking for ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their address is [restaurant_address] and their phone number is [restaurant_phone] .,there are [value_count] [value_pricerange] restaurant -s in the [value_area] . what type of food would you like ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>rosa's bed and breakfast</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>6 people</span> and <span class='emphasis'>3 nights</span> starting from <span class='emphasis'>thursday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>expensive</span> price range and should be in the <span class='emphasis'>centre</span><br/>The restaurant should serve <span class='emphasis'>british</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>the same group of people</span> at <span class='emphasis'>14:00</span> on <span class='emphasis'>the same day</span><br/>If the booking fails how about <span class='emphasis'>13:00</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL2365.json,0,nan,can you find an attraction in the [value_area] ?,"there are a lot , ranging from [attraction_name] to [attraction_name] . did you have something specific in mind ?",there are [value_count] attractions in the [value_area] . do you have a specific type of attraction in mind ?,[attraction_name] is in the [value_area] of town . the address is [attraction_address] and the postcode is [attraction_postcode] .,there are [value_count] attractions in the [value_area] of town . is there a particular type of attraction you are interested in ?,You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>attraction type</span><br/>You are also looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>turkish</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>The restaurant should be <span class='emphasis'>in the same area as the attraction</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>13:45</span> on <span class='emphasis'>tuesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL2123.json,1,"U1: i am looking for a multiple sports location in the [value_area] of town .<br/>S1: i am sorry , there is not a multiple sports center in the [value_area] of town , but there is [value_count] in the [value_area] if you are interested in that [value_count] .","actually , i really want something in the [value_area] of town . how about nightclubs ? any good ones in the [value_area] of town ?",sure . [attraction_name] is very popular . it is at [attraction_address] .,there are [value_count] _UNK in the [value_area] of town . would you like more information on any of them ?,[attraction_name] is in the [value_area] of town . the address is [attraction_address] and the phone number is [attraction_phone] .,there are [value_count] _UNK in the [value_area] . i recommend [attraction_name] . it is located at [attraction_address] .,"You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>mutliple sports</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of nightclub</span><br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>indian</span> food and should be <span class='emphasis'>in the same area as the attraction</span><br/>Make sure you get <span class='emphasis'>price range</span> and <span class='emphasis'>postcode</span>"
PMUL2437.json,0,nan,i want to find a [value_pricerange] -ly priced restaurant .,i have many options available for you ! is there a certain area or cuisine that interests you ?,i have [value_count] restaurant -s that meet your criteria . is there a certain part of town you would like to dine in ?,[restaurant_name] is a [value_food] restaurant in the [value_pricerange] price range and in the [value_area] part of town . their phone number is [restaurant_phone] and they are located at [restaurant_address] .,there are [value_count] [value_pricerange] restaurant -s in town . is there a particular type of food you would like ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>Make sure you get <span class='emphasis'>food type</span> and <span class='emphasis'>postcode</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>mutliple sports</span> and should be <span class='emphasis'>in the same area as the restaurant</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of architecture</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>entrance fee</span>, and <span class='emphasis'>address</span>"
PMUL4317.json,0,nan,i am looking for a train leaving on [value_day] going to [value_place] .,okay ! from where are you departing ?,there are [value_count] trains departing [value_place] on [value_day] . where are you departing from and going to ?,there are [value_count] trains leaving [value_place] on [value_day] . what is your destination ?,where will you be departing from ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should <span class='emphasis'>leave after 08:15</span> and should depart from <span class='emphasis'>bishops stortford</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>6 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 4</span> and should be in the <span class='emphasis'>west</span><br/>The hotel should be in the type of <span class='emphasis'>guesthouse</span> and should be in the <span class='emphasis'>cheap</span> price range<br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>address</span>"
MUL0669.json,0,nan,i need to book a train for [value_time] that departs from [value_place] .,there are lots of trains that fit those criteria . where would you like to go ?,what is your destination ?,where will you be departing from ?,i would be happy to help you with that . what is your destination ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 09:30</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should go to <span class='emphasis'>london liverpool street</span> and should leave on <span class='emphasis'>wednesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free wifi</span> and should <span class='emphasis'>include free parking</span><br/>The hotel should be in the <span class='emphasis'>expensive</span> price range and should be in the <span class='emphasis'>west</span><br/>Make sure you get <span class='emphasis'>postcode</span>
MUL0787.json,1,"U1: hi , i am looking for a hotel called [hotel_name] . do you have anything with that name ?<br/>S1: we do have a hotel with that name . it is in the [value_area] area and is [value_pricerange] -ly priced . would you like me to book this for you ?",can you confirm if this is a guesthouse or hotel ? do they have free wifi ?,"the aylesbray is a guest house and yes , it does include free internet . would you like me to book for you ?","yes , it is a guesthouse .","yes , it does have free parking . would you like me to book it for you ?","yes , it is a hotel . would you like me to book it for you ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>aylesbray lodge guest house</span><br/>Make sure you get <span class='emphasis'>whether they have internet</span>, <span class='emphasis'>hotel type</span>, and <span class='emphasis'>address</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 17:45</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should go to <span class='emphasis'>stansted airport</span> and should leave on <span class='emphasis'>friday</span><br/>Make sure you get <span class='emphasis'>train ID</span> and <span class='emphasis'>travel time</span>"
MUL2042.json,0,nan,i am looking for a train going to [value_place] and leaving after [value_time] .,i would be happy to help you find a train . can you please tell me where you will be departing from ?,i can help with that . what day would you like to travel ?,where will you be departing from ?,i can help you with that . what day will you be traveling ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>leave after 10:30</span><br/>The train should depart from <span class='emphasis'>london liverpool street</span> and should leave on <span class='emphasis'>monday</span><br/>Make sure you get <span class='emphasis'>arrival time</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>moderate</span> price range and should have <span class='emphasis'>a star of 0</span><br/>The hotel should be in the type of <span class='emphasis'>hotel</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>area</span>, and <span class='emphasis'>address</span>"
PMUL1801.json,0,nan,i need a train to [value_place] that will be there no later than [value_time] .,"i have several choices , do you have a time for your departure ?",i have [value_count] trains that leave [value_place] on [value_day] . what day would you like to travel ?,i have [value_count] trains leaving after [value_time] . where are you departing from ?,i have found [value_count] trains that will get you there by [value_time] . what day would you like to travel ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 17:15</span> and should go to <span class='emphasis'>peterborough</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>sunday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>7 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 3</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>The hotel should be in the <span class='emphasis'>north</span> and should <span class='emphasis'>include free wifi</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>the same group of people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>tuesday</span><br/>If the booking fails how about <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0897.json,1,"U1: i am looking for a [value_pricerange] -ly priced place to stay .<br/>S1: certainly , we have many [value_pricerange] -ly priced options . which area of town do you prefer to stay in ?","i am not familiar with the different area -s , so i guess it does not matter . i would like a [value_pricerange] though . with free wifi .",the [hotel_name] is in the [value_pricerange] price range and has free wifi . would you like to book a room ?,i have [value_count] hotel -s that meet your criteria . would you like to narrow it down by area ?,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .",i have found [value_count] guesthouses that match your criteria . would you like me to book [value_count] for you ?,You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free wifi</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 4</span><br/>Make sure you get <span class='emphasis'>area</span> and <span class='emphasis'>phone number</span>
SNG0600.json,2,U1: i am looking for a specific restaurant . it s called [restaurant_name] . can you help with this ?<br/>S1: sure can . [restaurant_name] is an [value_pricerange] [value_food] restaurant in the [value_area] part of town . would you like a reservation ?<br/>U2: yes for [value_count] people at [value_time] on a [value_day] . i will need a reference number as well .<br/>S2: i have made the reservation and the reference number is [restaurant_reference] . what else can i help you with ?,"i think that takes care of everything , thanks !","oh , it was my pleasure . i am here if you need anything else .",you are welcome ! have a great day !,your reference number is [restaurant_reference] .,you are welcome . have a great day !,You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>india house</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>4 people</span> at <span class='emphasis'>16:30</span> on <span class='emphasis'>saturday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
